date,Year,event_id,best_of,system
2019-02-03,2019,4346,3,123412
2019-02-03,2019,4346,3,123412
2019-02-02,2019,4349,3,123412
2019-02-01,2019,4349,3,123412
2019-01-30,2019,4394,3,123412
2019-01-29,2019,4348,3,123412
2019-01-26,2019,4370,3,123421
2019-01-26,2019,4209,3,123421
2019-01-26,2019,4370,3,123421
2019-01-25,2019,4209,3,123421
2019-01-24,2019,4207,3,123421
2019-01-21,2019,4273,3,123412
2019-01-17,2019,4208,3,123421
2019-01-17,2019,4206,3,123421
2019-01-16,2019,4206,3,123421
2019-01-14,2019,4347,3,123412
2019-01-14,2019,4345,3,123412
2019-01-14,2019,4347,3,123412
2019-01-14,2019,4347,3,123412
